item_id,date_id,cnt,date,wm_yr_wk,weekday,wday,month,year,event_name_1,event_type_1,cashback,sell_price
STORE_1_064,59,0,2011-03-28,11109,Monday,3,3,2011,NoEvent,NoType,0,2.54
STORE_1_064,60,0,2011-03-29,11109,Tuesday,4,3,2011,NoEvent,NoType,0,2.54
STORE_1_064,61,0,2011-03-30,11109,Wednesday,5,3,2011,NoEvent,NoType,0,2.54
STORE_1_064,62,0,2011-03-31,11109,Thursday,6,3,2011,NoEvent,NoType,0,2.54
STORE_1_064,63,0,2011-04-01,11109,Friday,7,4,2011,NoEvent,NoType,0,2.54
STORE_1_064,64,0,2011-04-02,11110,Saturday,1,4,2011,NoEvent,NoType,1,2.54
STORE_1_064,65,1,2011-04-03,11110,Sunday,2,4,2011,NoEvent,NoType,1,2.54
STORE_1_064,66,0,2011-04-04,11110,Monday,3,4,2011,NoEvent,NoType,0,2.54
STORE_1_064,67,0,2011-04-05,11110,Tuesday,4,4,2011,NoEvent,NoType,1,2.54
STORE_1_064,68,0,2011-04-06,11110,Wednesday,5,4,2011,NoEvent,NoType,1,2.54
STORE_1_064,69,0,2011-04-07,11110,Thursday,6,4,2011,NoEvent,NoType,0,2.54
STORE_1_064,70,0,2011-04-08,11110,Friday,7,4,2011,NoEvent,NoType,1,2.54
STORE_1_064,71,0,2011-04-09,11111,Saturday,1,4,2011,NoEvent,NoType,1,2.54
STORE_1_064,72,2,2011-04-10,11111,Sunday,2,4,2011,NoEvent,NoType,0,2.54
STORE_1_064,73,3,2011-04-11,11111,Monday,3,4,2011,NoEvent,NoType,1,2.54
STORE_1_064,74,1,2011-04-12,11111,Tuesday,4,4,2011,NoEvent,NoType,1,2.54
STORE_1_064,75,3,2011-04-13,11111,Wednesday,5,4,2011,NoEvent,NoType,0,2.54
STORE_1_064,76,1,2011-04-14,11111,Thursday,6,4,2011,NoEvent,NoType,1,2.54
STORE_1_064,77,1,2011-04-15,11111,Friday,7,4,2011,NoEvent,NoType,1,2.54
STORE_1_064,78,2,2011-04-16,11112,Saturday,1,4,2011,NoEvent,NoType,0,2.54
STORE_1_064,79,1,2011-04-17,11112,Sunday,2,4,2011,NoEvent,NoType,0,2.54
STORE_1_064,80,2,2011-04-18,11112,Monday,3,4,2011,NoEvent,NoType,0,2.54
STORE_1_064,81,0,2011-04-19,11112,Tuesday,4,4,2011,NoEvent,NoType,0,2.54
STORE_1_064,82,1,2011-04-20,11112,Wednesday,5,4,2011,NoEvent,NoType,0,2.54
STORE_1_064,83,1,2011-04-21,11112,Thursday,6,4,2011,NoEvent,NoType,0,2.54
STORE_1_064,84,2,2011-04-22,11112,Friday,7,4,2011,NoEvent,NoType,0,2.54
STORE_1_064,85,0,2011-04-23,11113,Saturday,1,4,2011,NoEvent,NoType,0,2.54
STORE_1_064,86,0,2011-04-24,11113,Sunday,2,4,2011,OrthodoxEaster,Religious,0,2.54
STORE_1_064,87,0,2011-04-25,11113,Monday,3,4,2011,NoEvent,NoType,0,2.54
STORE_1_064,88,0,2011-04-26,11113,Tuesday,4,4,2011,Pesach End,Religious,0,2.54
STORE_1_064,89,1,2011-04-27,11113,Wednesday,5,4,2011,NoEvent,NoType,0,2.54
STORE_1_064,90,1,2011-04-28,11113,Thursday,6,4,2011,NoEvent,NoType,0,2.54
STORE_1_064,91,0,2011-04-29,11113,Friday,7,4,2011,NoEvent,NoType,0,2.54
STORE_1_064,92,0,2011-04-30,11114,Saturday,1,4,2011,NoEvent,NoType,0,2.54
STORE_1_064,93,0,2011-05-01,11114,Sunday,2,5,2011,NoEvent,NoType,0,2.54
STORE_1_064,94,1,2011-05-02,11114,Monday,3,5,2011,NoEvent,NoType,1,2.54
STORE_1_064,95,0,2011-05-03,11114,Tuesday,4,5,2011,NoEvent,NoType,1,2.54
STORE_1_064,96,0,2011-05-04,11114,Wednesday,5,5,2011,NoEvent,NoType,0,2.54
STORE_1_064,97,0,2011-05-05,11114,Thursday,6,5,2011,Cinco De Mayo,Cultural,1,2.54
STORE_1_064,98,0,2011-05-06,11114,Friday,7,5,2011,NoEvent,NoType,1,2.54
STORE_1_064,99,1,2011-05-07,11115,Saturday,1,5,2011,NoEvent,NoType,0,2.54
STORE_1_064,100,0,2011-05-08,11115,Sunday,2,5,2011,Mother's day,Cultural,1,2.54
STORE_1_064,101,0,2011-05-09,11115,Monday,3,5,2011,NoEvent,NoType,1,2.54
STORE_1_064,102,0,2011-05-10,11115,Tuesday,4,5,2011,NoEvent,NoType,0,2.54
STORE_1_064,103,0,2011-05-11,11115,Wednesday,5,5,2011,NoEvent,NoType,1,2.54
STORE_1_064,104,0,2011-05-12,11115,Thursday,6,5,2011,NoEvent,NoType,1,2.54
STORE_1_064,105,1,2011-05-13,11115,Friday,7,5,2011,NoEvent,NoType,0,2.54
STORE_1_064,106,0,2011-05-14,11116,Saturday,1,5,2011,NoEvent,NoType,1,2.54
STORE_1_064,107,1,2011-05-15,11116,Sunday,2,5,2011,NoEvent,NoType,1,2.54
STORE_1_064,108,0,2011-05-16,11116,Monday,3,5,2011,NoEvent,NoType,0,2.54
STORE_1_064,109,0,2011-05-17,11116,Tuesday,4,5,2011,NoEvent,NoType,0,2.54
STORE_1_064,110,1,2011-05-18,11116,Wednesday,5,5,2011,NoEvent,NoType,0,2.54
STORE_1_064,111,0,2011-05-19,11116,Thursday,6,5,2011,NoEvent,NoType,0,2.54
STORE_1_064,112,1,2011-05-20,11116,Friday,7,5,2011,NoEvent,NoType,0,2.54
STORE_1_064,113,1,2011-05-21,11117,Saturday,1,5,2011,NoEvent,NoType,0,2.54
STORE_1_064,114,0,2011-05-22,11117,Sunday,2,5,2011,NoEvent,NoType,0,2.54
STORE_1_064,115,0,2011-05-23,11117,Monday,3,5,2011,NoEvent,NoType,0,2.54
STORE_1_064,116,0,2011-05-24,11117,Tuesday,4,5,2011,NoEvent,NoType,0,2.54
STORE_1_064,117,0,2011-05-25,11117,Wednesday,5,5,2011,NoEvent,NoType,0,2.54
STORE_1_064,118,0,2011-05-26,11117,Thursday,6,5,2011,NoEvent,NoType,0,2.54
STORE_1_064,119,1,2011-05-27,11117,Friday,7,5,2011,NoEvent,NoType,0,2.54
STORE_1_064,120,1,2011-05-28,11118,Saturday,1,5,2011,NoEvent,NoType,0,2.54
STORE_1_064,121,1,2011-05-29,11118,Sunday,2,5,2011,NoEvent,NoType,0,2.54
STORE_1_064,122,1,2011-05-30,11118,Monday,3,5,2011,MemorialDay,National,0,2.54
STORE_1_064,123,0,2011-05-31,11118,Tuesday,4,5,2011,NBAFinalsStart,Sporting,0,2.54
STORE_1_064,124,0,2011-06-01,11118,Wednesday,5,6,2011,NoEvent,NoType,0,2.54
STORE_1_064,125,0,2011-06-02,11118,Thursday,6,6,2011,NoEvent,NoType,1,2.54
STORE_1_064,126,2,2011-06-03,11118,Friday,7,6,2011,NoEvent,NoType,1,2.54
STORE_1_064,127,2,2011-06-04,11119,Saturday,1,6,2011,NoEvent,NoType,0,2.54
STORE_1_064,128,3,2011-06-05,11119,Sunday,2,6,2011,NoEvent,NoType,1,2.54
STORE_1_064,129,0,2011-06-06,11119,Monday,3,6,2011,NoEvent,NoType,1,2.54
STORE_1_064,130,2,2011-06-07,11119,Tuesday,4,6,2011,NoEvent,NoType,0,2.54
STORE_1_064,131,0,2011-06-08,11119,Wednesday,5,6,2011,NoEvent,NoType,1,2.54
STORE_1_064,132,0,2011-06-09,11119,Thursday,6,6,2011,NoEvent,NoType,1,2.54
STORE_1_064,133,0,2011-06-10,11119,Friday,7,6,2011,NoEvent,NoType,0,2.54
STORE_1_064,134,2,2011-06-11,11120,Saturday,1,6,2011,NoEvent,NoType,1,2.54
STORE_1_064,135,1,2011-06-12,11120,Sunday,2,6,2011,NBAFinalsEnd,Sporting,1,2.54
STORE_1_064,136,1,2011-06-13,11120,Monday,3,6,2011,NoEvent,NoType,0,2.54
STORE_1_064,137,1,2011-06-14,11120,Tuesday,4,6,2011,NoEvent,NoType,1,2.54
STORE_1_064,138,0,2011-06-15,11120,Wednesday,5,6,2011,NoEvent,NoType,1,2.54
STORE_1_064,139,1,2011-06-16,11120,Thursday,6,6,2011,NoEvent,NoType,0,2.54
STORE_1_064,140,0,2011-06-17,11120,Friday,7,6,2011,NoEvent,NoType,0,2.54
STORE_1_064,141,2,2011-06-18,11121,Saturday,1,6,2011,NoEvent,NoType,0,2.54
STORE_1_064,142,0,2011-06-19,11121,Sunday,2,6,2011,Father's day,Cultural,0,2.54
STORE_1_064,143,2,2011-06-20,11121,Monday,3,6,2011,NoEvent,NoType,0,2.54
STORE_1_064,144,0,2011-06-21,11121,Tuesday,4,6,2011,NoEvent,NoType,0,2.54
STORE_1_064,145,0,2011-06-22,11121,Wednesday,5,6,2011,NoEvent,NoType,0,2.54
STORE_1_064,146,0,2011-06-23,11121,Thursday,6,6,2011,NoEvent,NoType,0,2.54
STORE_1_064,147,0,2011-06-24,11121,Friday,7,6,2011,NoEvent,NoType,0,2.54
STORE_1_064,148,0,2011-06-25,11122,Saturday,1,6,2011,NoEvent,NoType,0,2.54
STORE_1_064,149,0,2011-06-26,11122,Sunday,2,6,2011,NoEvent,NoType,0,2.54
STORE_1_064,150,0,2011-06-27,11122,Monday,3,6,2011,NoEvent,NoType,0,2.54
STORE_1_064,151,0,2011-06-28,11122,Tuesday,4,6,2011,NoEvent,NoType,0,2.54
STORE_1_064,152,0,2011-06-29,11122,Wednesday,5,6,2011,NoEvent,NoType,0,2.54
STORE_1_064,153,2,2011-06-30,11122,Thursday,6,6,2011,NoEvent,NoType,0,2.54
STORE_1_064,154,0,2011-07-01,11122,Friday,7,7,2011,NoEvent,NoType,0,2.54
STORE_1_064,155,0,2011-07-02,11123,Saturday,1,7,2011,NoEvent,NoType,1,2.54
STORE_1_064,156,0,2011-07-03,11123,Sunday,2,7,2011,NoEvent,NoType,1,2.54
STORE_1_064,157,0,2011-07-04,11123,Monday,3,7,2011,IndependenceDay,National,0,2.54
STORE_1_064,158,0,2011-07-05,11123,Tuesday,4,7,2011,NoEvent,NoType,1,2.54
STORE_1_064,159,0,2011-07-06,11123,Wednesday,5,7,2011,NoEvent,NoType,1,2.54
STORE_1_064,160,0,2011-07-07,11123,Thursday,6,7,2011,NoEvent,NoType,0,2.54
STORE_1_064,161,0,2011-07-08,11123,Friday,7,7,2011,NoEvent,NoType,1,2.54
STORE_1_064,162,1,2011-07-09,11124,Saturday,1,7,2011,NoEvent,NoType,1,2.54
STORE_1_064,163,0,2011-07-10,11124,Sunday,2,7,2011,NoEvent,NoType,0,2.54
STORE_1_064,164,0,2011-07-11,11124,Monday,3,7,2011,NoEvent,NoType,1,2.54
STORE_1_064,165,0,2011-07-12,11124,Tuesday,4,7,2011,NoEvent,NoType,1,2.54
STORE_1_064,166,0,2011-07-13,11124,Wednesday,5,7,2011,NoEvent,NoType,0,2.54
STORE_1_064,167,2,2011-07-14,11124,Thursday,6,7,2011,NoEvent,NoType,1,2.54
STORE_1_064,168,0,2011-07-15,11124,Friday,7,7,2011,NoEvent,NoType,1,2.54
STORE_1_064,169,2,2011-07-16,11125,Saturday,1,7,2011,NoEvent,NoType,0,2.54
STORE_1_064,170,0,2011-07-17,11125,Sunday,2,7,2011,NoEvent,NoType,0,2.54
STORE_1_064,171,0,2011-07-18,11125,Monday,3,7,2011,NoEvent,NoType,0,2.54
STORE_1_064,172,0,2011-07-19,11125,Tuesday,4,7,2011,NoEvent,NoType,0,2.54
STORE_1_064,173,0,2011-07-20,11125,Wednesday,5,7,2011,NoEvent,NoType,0,2.54
STORE_1_064,174,0,2011-07-21,11125,Thursday,6,7,2011,NoEvent,NoType,0,2.54
STORE_1_064,175,2,2011-07-22,11125,Friday,7,7,2011,NoEvent,NoType,0,2.54
STORE_1_064,176,1,2011-07-23,11126,Saturday,1,7,2011,NoEvent,NoType,0,2.54
STORE_1_064,177,1,2011-07-24,11126,Sunday,2,7,2011,NoEvent,NoType,0,2.54
STORE_1_064,178,0,2011-07-25,11126,Monday,3,7,2011,NoEvent,NoType,0,2.54
STORE_1_064,179,0,2011-07-26,11126,Tuesday,4,7,2011,NoEvent,NoType,0,2.54
STORE_1_064,180,0,2011-07-27,11126,Wednesday,5,7,2011,NoEvent,NoType,0,2.54
STORE_1_064,181,1,2011-07-28,11126,Thursday,6,7,2011,NoEvent,NoType,0,2.54
STORE_1_064,182,1,2011-07-29,11126,Friday,7,7,2011,NoEvent,NoType,0,2.54
STORE_1_064,183,0,2011-07-30,11127,Saturday,1,7,2011,NoEvent,NoType,0,2.54
STORE_1_064,184,0,2011-07-31,11127,Sunday,2,7,2011,NoEvent,NoType,0,2.54
STORE_1_064,185,0,2011-08-01,11127,Monday,3,8,2011,Ramadan starts,Religious,0,2.54
STORE_1_064,186,4,2011-08-02,11127,Tuesday,4,8,2011,NoEvent,NoType,1,2.54
STORE_1_064,187,0,2011-08-03,11127,Wednesday,5,8,2011,NoEvent,NoType,1,2.54
STORE_1_064,188,0,2011-08-04,11127,Thursday,6,8,2011,NoEvent,NoType,0,2.54
STORE_1_064,189,0,2011-08-05,11127,Friday,7,8,2011,NoEvent,NoType,1,2.54
STORE_1_064,190,1,2011-08-06,11128,Saturday,1,8,2011,NoEvent,NoType,1,2.54
STORE_1_064,191,0,2011-08-07,11128,Sunday,2,8,2011,NoEvent,NoType,0,2.54
STORE_1_064,192,0,2011-08-08,11128,Monday,3,8,2011,NoEvent,NoType,1,2.54
STORE_1_064,193,1,2011-08-09,11128,Tuesday,4,8,2011,NoEvent,NoType,1,2.54
STORE_1_064,194,0,2011-08-10,11128,Wednesday,5,8,2011,NoEvent,NoType,0,2.54
STORE_1_064,195,0,2011-08-11,11128,Thursday,6,8,2011,NoEvent,NoType,1,2.54
STORE_1_064,196,0,2011-08-12,11128,Friday,7,8,2011,NoEvent,NoType,1,2.54
STORE_1_064,197,1,2011-08-13,11129,Saturday,1,8,2011,NoEvent,NoType,0,2.54
STORE_1_064,198,0,2011-08-14,11129,Sunday,2,8,2011,NoEvent,NoType,1,2.54
STORE_1_064,199,1,2011-08-15,11129,Monday,3,8,2011,NoEvent,NoType,1,2.54
STORE_1_064,200,0,2011-08-16,11129,Tuesday,4,8,2011,NoEvent,NoType,0,2.54
STORE_1_064,201,1,2011-08-17,11129,Wednesday,5,8,2011,NoEvent,NoType,0,2.54
STORE_1_064,202,2,2011-08-18,11129,Thursday,6,8,2011,NoEvent,NoType,0,2.54
STORE_1_064,203,0,2011-08-19,11129,Friday,7,8,2011,NoEvent,NoType,0,2.54
STORE_1_064,204,0,2011-08-20,11130,Saturday,1,8,2011,NoEvent,NoType,0,2.54
STORE_1_064,205,0,2011-08-21,11130,Sunday,2,8,2011,NoEvent,NoType,0,2.54
STORE_1_064,206,1,2011-08-22,11130,Monday,3,8,2011,NoEvent,NoType,0,2.54
STORE_1_064,207,0,2011-08-23,11130,Tuesday,4,8,2011,NoEvent,NoType,0,2.54
STORE_1_064,208,1,2011-08-24,11130,Wednesday,5,8,2011,NoEvent,NoType,0,2.54
STORE_1_064,209,0,2011-08-25,11130,Thursday,6,8,2011,NoEvent,NoType,0,2.54
STORE_1_064,210,2,2011-08-26,11130,Friday,7,8,2011,NoEvent,NoType,0,2.54
STORE_1_064,211,0,2011-08-27,11131,Saturday,1,8,2011,NoEvent,NoType,0,2.54
STORE_1_064,212,2,2011-08-28,11131,Sunday,2,8,2011,NoEvent,NoType,0,2.54
STORE_1_064,213,0,2011-08-29,11131,Monday,3,8,2011,NoEvent,NoType,0,2.54
STORE_1_064,214,3,2011-08-30,11131,Tuesday,4,8,2011,NoEvent,NoType,0,2.54
STORE_1_064,215,0,2011-08-31,11131,Wednesday,5,8,2011,Eid al-Fitr,Religious,0,2.54
STORE_1_064,216,0,2011-09-01,11131,Thursday,6,9,2011,NoEvent,NoType,0,2.54
STORE_1_064,217,1,2011-09-02,11131,Friday,7,9,2011,NoEvent,NoType,1,2.54
STORE_1_064,218,0,2011-09-03,11132,Saturday,1,9,2011,NoEvent,NoType,1,2.54
STORE_1_064,219,0,2011-09-04,11132,Sunday,2,9,2011,NoEvent,NoType,0,2.54
STORE_1_064,220,1,2011-09-05,11132,Monday,3,9,2011,LaborDay,National,1,2.54
STORE_1_064,221,1,2011-09-06,11132,Tuesday,4,9,2011,NoEvent,NoType,1,2.54
STORE_1_064,222,0,2011-09-07,11132,Wednesday,5,9,2011,NoEvent,NoType,0,2.54
STORE_1_064,223,0,2011-09-08,11132,Thursday,6,9,2011,NoEvent,NoType,1,2.54
STORE_1_064,224,1,2011-09-09,11132,Friday,7,9,2011,NoEvent,NoType,1,2.54
STORE_1_064,225,1,2011-09-10,11133,Saturday,1,9,2011,NoEvent,NoType,0,2.54
STORE_1_064,226,0,2011-09-11,11133,Sunday,2,9,2011,NoEvent,NoType,1,2.54
STORE_1_064,227,0,2011-09-12,11133,Monday,3,9,2011,NoEvent,NoType,1,2.54
STORE_1_064,228,0,2011-09-13,11133,Tuesday,4,9,2011,NoEvent,NoType,0,2.54
STORE_1_064,229,1,2011-09-14,11133,Wednesday,5,9,2011,NoEvent,NoType,1,2.54
STORE_1_064,230,1,2011-09-15,11133,Thursday,6,9,2011,NoEvent,NoType,1,2.54
STORE_1_064,231,1,2011-09-16,11133,Friday,7,9,2011,NoEvent,NoType,0,2.54
STORE_1_064,232,0,2011-09-17,11134,Saturday,1,9,2011,NoEvent,NoType,0,2.54
STORE_1_064,233,2,2011-09-18,11134,Sunday,2,9,2011,NoEvent,NoType,0,2.54
STORE_1_064,234,0,2011-09-19,11134,Monday,3,9,2011,NoEvent,NoType,0,2.54
STORE_1_064,235,0,2011-09-20,11134,Tuesday,4,9,2011,NoEvent,NoType,0,2.54
STORE_1_064,236,0,2011-09-21,11134,Wednesday,5,9,2011,NoEvent,NoType,0,2.54
STORE_1_064,237,0,2011-09-22,11134,Thursday,6,9,2011,NoEvent,NoType,0,2.54
STORE_1_064,238,0,2011-09-23,11134,Friday,7,9,2011,NoEvent,NoType,0,2.54
STORE_1_064,239,1,2011-09-24,11135,Saturday,1,9,2011,NoEvent,NoType,0,2.54
STORE_1_064,240,0,2011-09-25,11135,Sunday,2,9,2011,NoEvent,NoType,0,2.54
STORE_1_064,241,0,2011-09-26,11135,Monday,3,9,2011,NoEvent,NoType,0,2.54
STORE_1_064,242,0,2011-09-27,11135,Tuesday,4,9,2011,NoEvent,NoType,0,2.54
STORE_1_064,243,0,2011-09-28,11135,Wednesday,5,9,2011,NoEvent,NoType,0,2.54
STORE_1_064,244,0,2011-09-29,11135,Thursday,6,9,2011,NoEvent,NoType,0,2.54
STORE_1_064,245,0,2011-09-30,11135,Friday,7,9,2011,NoEvent,NoType,0,2.54
STORE_1_064,246,1,2011-10-01,11136,Saturday,1,10,2011,NoEvent,NoType,0,2.54
STORE_1_064,247,1,2011-10-02,11136,Sunday,2,10,2011,NoEvent,NoType,1,2.54
STORE_1_064,248,0,2011-10-03,11136,Monday,3,10,2011,NoEvent,NoType,1,2.54
STORE_1_064,249,0,2011-10-04,11136,Tuesday,4,10,2011,NoEvent,NoType,0,2.54
STORE_1_064,250,1,2011-10-05,11136,Wednesday,5,10,2011,NoEvent,NoType,1,2.54
STORE_1_064,251,0,2011-10-06,11136,Thursday,6,10,2011,NoEvent,NoType,1,2.54
STORE_1_064,252,0,2011-10-07,11136,Friday,7,10,2011,NoEvent,NoType,0,2.54
STORE_1_064,253,0,2011-10-08,11137,Saturday,1,10,2011,NoEvent,NoType,1,2.54
STORE_1_064,254,0,2011-10-09,11137,Sunday,2,10,2011,NoEvent,NoType,1,2.54
STORE_1_064,255,0,2011-10-10,11137,Monday,3,10,2011,ColumbusDay,National,0,2.54
STORE_1_064,256,0,2011-10-11,11137,Tuesday,4,10,2011,NoEvent,NoType,1,2.54
STORE_1_064,257,0,2011-10-12,11137,Wednesday,5,10,2011,NoEvent,NoType,1,2.54
STORE_1_064,258,0,2011-10-13,11137,Thursday,6,10,2011,NoEvent,NoType,0,2.54
STORE_1_064,259,0,2011-10-14,11137,Friday,7,10,2011,NoEvent,NoType,1,2.54
STORE_1_064,260,2,2011-10-15,11138,Saturday,1,10,2011,NoEvent,NoType,1,2.54
STORE_1_064,261,2,2011-10-16,11138,Sunday,2,10,2011,NoEvent,NoType,0,2.54
STORE_1_064,262,1,2011-10-17,11138,Monday,3,10,2011,NoEvent,NoType,0,2.54
STORE_1_064,263,1,2011-10-18,11138,Tuesday,4,10,2011,NoEvent,NoType,0,2.54
STORE_1_064,264,1,2011-10-19,11138,Wednesday,5,10,2011,NoEvent,NoType,0,2.54
STORE_1_064,265,1,2011-10-20,11138,Thursday,6,10,2011,NoEvent,NoType,0,2.54
STORE_1_064,266,0,2011-10-21,11138,Friday,7,10,2011,NoEvent,NoType,0,2.54
STORE_1_064,267,0,2011-10-22,11139,Saturday,1,10,2011,NoEvent,NoType,0,2.54
STORE_1_064,268,0,2011-10-23,11139,Sunday,2,10,2011,NoEvent,NoType,0,2.54
STORE_1_064,269,0,2011-10-24,11139,Monday,3,10,2011,NoEvent,NoType,0,2.54
STORE_1_064,270,0,2011-10-25,11139,Tuesday,4,10,2011,NoEvent,NoType,0,2.54
STORE_1_064,271,0,2011-10-26,11139,Wednesday,5,10,2011,NoEvent,NoType,0,2.54
STORE_1_064,272,0,2011-10-27,11139,Thursday,6,10,2011,NoEvent,NoType,0,2.54
STORE_1_064,273,2,2011-10-28,11139,Friday,7,10,2011,NoEvent,NoType,0,2.54
STORE_1_064,274,0,2011-10-29,11140,Saturday,1,10,2011,NoEvent,NoType,0,2.54
STORE_1_064,275,0,2011-10-30,11140,Sunday,2,10,2011,NoEvent,NoType,0,2.54
STORE_1_064,276,0,2011-10-31,11140,Monday,3,10,2011,Halloween,Cultural,0,2.54
STORE_1_064,277,1,2011-11-01,11140,Tuesday,4,11,2011,NoEvent,NoType,0,2.54
